query,top tables,target table,target answer
who is the captain of the toronto raptors,"Hawaii Five-0 (2010 TV series, season 8)_294E453A3DF0B9A3",Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Death of Captain America_EB91AC2919BFF7B6,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,2017 NBA Playoffs_F77FF312AD8C2BEC,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Nebula (comics)_587DD506541FEB84,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Ronan the Accuser_66DF0C00BB88DE98,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,2017 NBA Playoffs_4E1E91072318B35F,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Death of Captain America_94BAD72AAE866A4A,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Doctor Who (series 10)_5AF72EBBEE8DD1FD,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Groot_A28E4F953C7A9523,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Star-Lord_A28E4F953C7A9523,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Adam Warlock_A28E4F953C7A9523,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Collector (comics)_B2AB26AE6378B793,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Rocket Raccoon_A28E4F953C7A9523,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy (1969 team)_A28E4F953C7A9523,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Gotham (season 4)_AE125859B190177,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Rocket Raccoon_B70D0A218F19261C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Catechism of the Catholic Church_F72A55CC620E30F5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,History of the Golden State Warriors_40C47FA926A65D4E,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,History of the Los Angeles Lakers_40C47FA926A65D4E,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Celestial (comics)_C716EE250A81A335,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Mantis (Marvel Comics)_C716EE250A81A335,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,World Youth Day_F72A55CC620E30F5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of K.C. Undercover episodes_8A5282EB5A46FAD8,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,NCIS: Los Angeles (season 9)_3FD4152A5812F4A4,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,"Hawaii Five-0 (2010 TV series, season 8)_90B73EF24CB83BB3",Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Adventure Time (season 9)_5F0327CD062A0A33,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Star Trek: Discovery (season 1)_2CDF13F5648A486F,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Persona 5: The Animation_4D5F16F5CD2E20A0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,When the Boat Comes In_7E76A4F960E750A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of American Crime episodes_F2847E686C9FBADC,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Who_7A646324BD719BE1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Gotham (season 4)_3C1B9910568C8ED8,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Arrow episodes_DF2BC27B8D255ABB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Bonnie Wright_6AC8067716AA8D66,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Brooklyn Nine-Nine (season 5)_FB57ED734EEB6824,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Who Tour 1982_AF4D3AD0D09F5148,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Gotham (season 4)_B73090C6E594128F,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thanos_D4DBFF2A422E7C76,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of K.C. Undercover episodes_876E4D6A5DECA078,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of K.C. Undercover episodes_50ACC2E152A21A8,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Tommy (1975 film)_95CF9EA7B2D30B12,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Gotham episodes_61EE8E540FBE3C4C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of The Smurfs characters_9FA4F5202472269A,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of historical period drama films and series set in Near Eastern and Western civilization_B56F6DC090FE60F8,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Arrow episodes_5E4A82F4871AC129,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Gotham (season 4)_6F1C200C88897BD5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thanos_A8BB355AB6DAF52C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Total Drama Action_464969802FA65740,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Kyle Lowry_BD47EA37A3E54996,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Olympian Gods (DC Comics)_DE50A89336AE7CAE,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Batman Family adversaries_56CFDE85F79C6746,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain America: The First Avenger_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Arrow episodes_96AADF43243AF982,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Daredevil characters_8E3797E4145EB0D1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Agents of S.H.I.E.L.D. episodes_5A84039D09A9D131,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain America: Civil War_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Durrells_968450A8577F0985,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Jessica Jones characters_F12CD1B48C32EC88,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Law & Order: Special Victims Unit (season 19)_CE9E9CCA105B6549,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D._85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,In the Heat of the Night (TV series)_917CCC454011E762,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Agents of S.H.I.E.L.D. characters_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy Vol. 2_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Original Six_E85939EBEDCFE804,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain America: The Winter Soldier_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Marvel Cinematic Universe television series_8875455B4A3581C1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy (film)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Deadliest Catch episodes_5312900A313671CF,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Avengers: Age of Ultron_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man 3_F12CD1B48C32EC88,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain America: The First Avenger_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain America: Civil War_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Marvel Cinematic Universe films_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Avengers: Age of Ultron_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy (soundtrack)_1BC83630885E626C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Defenders (miniseries)_F12CD1B48C32EC88,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy Vol. 2_E485184DDBF6A9D5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of DuckTales characters_93554DCF2727ED21,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy – Mission: Breakout!_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thor: The Dark World_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D._14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Jessica Jones characters_E485184DDBF6A9D5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Marvel One-Shots_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy (film)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Once Upon a Time (season 7)_87A959D42768E1CD,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Marvel Cinematic Universe films_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Daredevil (TV series)_F12CD1B48C32EC88,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man 2_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Spider-Man: Homecoming_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thor: Ragnarok_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 3)_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 4)_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thor: The Dark World_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 5)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Ant-Man and the Wasp_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man (2008 film)_F12CD1B48C32EC88,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Captain Marvel (film)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Spider-Man: Homecoming_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 4)_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agent Carter (season 2)_8875455B4A3581C1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Doctor Strange (2016 film)_8875455B4A3581C1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Production of Avengers: Infinity War and the untitled Avengers sequel_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Guardians of the Galaxy Vol. 2 (soundtrack)_F9B7BA200E5BEDAC,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Marvel Cinematic Universe television series_561E5D52993FFDBB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Incredible Hulk (film)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Punisher (TV series)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Runaways (TV series)_AF793279053450E3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,David Vanian_C1EE506DA3E29379,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thor (film)_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Black Panther (film)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Inhumans (TV series)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Avengers: Infinity War_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Black Panther (soundtrack)_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 5)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man 3_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Thor: Ragnarok_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Untitled Avengers film_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man 2 (soundtrack)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Jessica Jones (season 2)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Luke Cage (season 2)_85654A545FAD39B5,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of The Next Step episodes_EE94E79E08CC40D3,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Doctor Strange (2016 film)_B90392F7FF78E9A9,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Incredible Hulk (film)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Punisher (season 2)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Adventures of Sherlock Holmes_46E8AE6844806C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Black Panther (film)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Defenders (miniseries)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Jessica Jones (season 1)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Jessica Jones (season 2)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Luke Cage (season 2)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Punisher (TV series)_561E5D52993FFDBB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Ant-Man (film)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,The Avengers (2012 film)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Avengers: Infinity War (soundtrack)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Cloak & Dagger (TV series)_A00AE9F34D3A8577,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Daredevil (season 3)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Fist (TV series)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Iron Man (2008 film)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Jessica Jones (TV series)_14FE5F37E06B90B0,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Toronto Raptors_4EA715D0AA9393B1,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Scott Pilgrim_2B1EA464CA3E8B09,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Orange Is the New Black_E17088475002323A,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Toronto Maple Leafs seasons_60929DA7D4E13A55,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,White Rabbit (song)_47C07EF243C71BDB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of The Smurfs characters_F2E2C70EA212F0EC,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Batman Family adversaries_15E332CED22026CA,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Once Upon a Time (season 7)_B29FED9FC14BA2FB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Dumbledore's Army_E6A4AEAE4D40C795,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Les Misérables (musical)_A87863A905DEDCBE,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Agents of S.H.I.E.L.D. (season 5)_7EF78577EFA2D05C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,"You, Me and the Apocalypse_3B0FDA9ACBC7904E",Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of death row inmates in the United States_1CE00BC9482E231C,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Animal Farm_329A4BBB9324B648,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of iZombie episodes_802589B5A73238BB,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Fearless (TV series)_280553E031A2330A,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,Ant-Man (film)_1568D0AF7C058B19,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
who is the captain of the toronto raptors,List of Cars characters_4C87046AE77FDDD7,Toronto Raptors_7F826A9024477023,"DeRozan, DeMar; Lowry, Kyle"
