query,top tables,target table,target answer
i want to hold your hand b side,A Hard Day's Night (song)_BE6A12F406C65225,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Don't Let Me Down (Beatles song)_950DDAD088E03872,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,With a Little Help from My Friends_7A3E363E63C4D295,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,"Baby, You're a Rich Man_7A3E363E63C4D295",I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Sgt. Pepper's Lonely Hearts Club Band (song)_BE6A12F406C65225,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Want to Hold Your Hand_FD6067B777598BB6,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rest Your Love on Me_9E22F3146E0B21E9,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rainy Night in Georgia_3D0283DC9BC353A4,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Rose (song)_545D8C12705EDB07,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,American Idol (season 14)_4DC47E6836149629,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Can't Stop Loving You_33B4B06D260C2ED3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Heartache Tonight_EE92BA31A3F2BD65,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Slow Hand_9E22F3146E0B21E9,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,It's Only Make Believe_EE92BA31A3F2BD65,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Do You Want to Know a Secret_6345356B41BC1DB3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 number-one singles from 1958 to 1969_B0DEB754F144F86,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Beatles timeline_CEFCE229043E7EE1,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements by decade_14E848EF7A8E293C,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements by decade_1CF5CB60C712049E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements and milestones_54086DBDD07194F3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Can't Take My Eyes Off You_116558A97638D3F1,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Go Your Own Way_D6BF7EACBAA0F594,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I'll Remember You_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I'm So Lonesome I Could Cry_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements and milestones_D21537EFFDEE2EB1,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,(They Long to Be) Close to You_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Something (Beatles song)_A173FBB95E7A9AD9,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Can't Get Used to Losing You_6F51A0240EF69C88,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Can't Help Falling in Love_A173FBB95E7A9AD9,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,A Song for You_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements and milestones_AEDBE3230B77D0D6,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Battle Hymn of the Republic_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,(Where Do I Begin?) Love Story_6F51A0240EF69C88,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,You've Got a Friend_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,MacArthur Park (song)_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,On the Street Where You Live_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Red Roses for a Blue Lady_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Tell It Like It Is (song)_8457D8268B128A57,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,It's the Most Wonderful Time of the Year_6F51A0240EF69C88,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Chain_6A3341100ED2D16E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Fleetwood Mac_9AAC480828AD6216,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements and milestones_BF79362015CFE277,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Because I Love You (The Postman Song)_C47E16606898BD63,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Saw Her Standing There_CD772FD25346877B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Twist and Shout_20A4249A1FB08E25,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,"Here, There and Everywhere_755EDE0F66A9C588",I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Please Please Me_B7E82340C90C7CAF,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Hold My Hand (Michael Jackson and Akon song)_16180113F0F930D1,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of Billboard Hot 100 chart achievements and milestones_A4ADC23784A8BDBB,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Anna (Go to Him)_6345356B41BC1DB3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Love Me Do_6345356B41BC1DB3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Beatles discography_6345356B41BC1DB3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Got to Get You into My Life_EFDCD5F6E8893A31,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Beatles discography_EFDCD5F6E8893A31,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Tomorrow Never Knows_76A5EA0998F3A200,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Revolver (Beatles album)_EFDCD5F6E8893A31,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Yellow Submarine (song)_EFDCD5F6E8893A31,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Only Want to Be with You_3B0A7B2BBB7EB32E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Want You to Want Me_2F2615C8649BC6E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Want You (She's So Heavy)_7D29449608B34A95,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Don't Want to Spoil the Party_1E21E159B33E8485,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Channel Zero (TV series)_7B5C56EC18A5EF6A,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Go Your Own Way_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,When I Fall in Love_86F3A42AD2C7F381,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of artists by number of UK Singles Chart number ones_55EC90E979F7B3D3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Put Your Hand in the Hand_75C6B4A1FD90E05E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Stand by Your Man_9D9347CBDF75B65D,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,May the Good Lord Bless and Keep You_E0CBA7B5BF64FEE3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,All I Really Want to Do_8284C252D95C1D43,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Wanna Be Startin' Somethin'_44667760B0BB10B5,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Don't Wanna Play House_9D9347CBDF75B65D,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,We Are the World_268A8FBA420BC09C,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,We Are the World_40C7E8B6AB08F9C7,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Fleetwood Mac_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Little Lies_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Chain_9C08F650B67CEEDC,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Beatles discography_83CDF33FCB09D011,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,She Doesn't Mind_7ACD90B813D0CAD1,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Black Magic Woman_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Chain_DF5979827298AD21,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Black Magic Woman_DF5979827298AD21,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,(If You're Wondering If I Want You To) I Want You To_AC24367AB32B526A,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rumours (album)_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Just Want to Be Your Everything_A43A0B5C29C3809E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Fleetwood Mac: Live in Boston_298B000500052655,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Never Gonna Give You Up_B1631B0B7E527D50,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rockabye (song)_B3A2037AEFE27852,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Everywhere (Fleetwood Mac song)_4F4A8A70C82B7FD6,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Dreams (Fleetwood Mac song)_9C08F650B67CEEDC,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,List of UK Singles Chart Christmas number ones_82A6BA6865636C8B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Man of the World (song)_4DAFF5950EF9986E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Don't Stop (Fleetwood Mac song)_784F6733EF1D05B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,America's Got Talent (season 8)_58EE41B516A1C8D8,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Because I Love You (The Postman Song)_353519236FC0EC6C,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Say You Love Me (Fleetwood Mac song)_298B000500052655,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Say You Love Me (Fleetwood Mac song)_4DAFF5950EF9986E,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,I Don't Want to Miss a Thing_6457FBB65BEC7732,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rickrolling_82B9D705D4004DA3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Do You Remember (Jay Sean song)_B3A2037AEFE27852,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,The Who Tour 1982_43A9E714CC4EEE3B,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,All I Want for Christmas Is You_317E9A3CBAEAEA47,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
i want to hold your hand b side,Rick Astley_82B9D705D4004DA3,I Want to Hold Your Hand_E9333B9BCB7362D9,"This Boy"" (UK); I Saw Her Standing There"" (US)"
