query,top tables,target table,target answer
who wrote lyrics to phantom of the opera,Jesus Christ Superstar (film)_9140F7FEADA1E114,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Joseph and the Amazing Technicolor Dreamcoat_29DDE44206B648B6,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Memory (song)_805A66718BC5BDC5,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_E168E3F27FAEFEB9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Mummy Returns_155BFEEFD1CBFE4A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Hotel Transylvania: The Series_8D79DC7D721AD72B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Mummy (2017 film)_614101CA7E0F064A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Van Helsing (film)_155BFEEFD1CBFE4A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Griffin (The Invisible Man)_155BFEEFD1CBFE4A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Count Dracula_4D0DD1B248C1A998,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_84DC8936A1055865,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,It Came from Outer Space_5B6EBE59D4B33741,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (2004 film)_484959F6E243231F,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_32234EDB962B6BF0,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Christine Daaé_8645601C584174E5,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_1D710AF89859DD2A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_A42A2FD9D51A4959,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Romantic-era composers_77A3114D8FBCB28F,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_311C0600DF30C8B8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Evita (1996 film)_7496389E1BDB9076,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Love Never Dies (musical)_7496389E1BDB9076,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (2004 soundtrack)_174F26DB1C7CC8A0,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Wolf Man (1941 film)_1983FA74E2111B72,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,"File:Jimi Hendrix burning his guitar at the Monterey Pop Festival, June 18, 1967.jpg_4AB60A85322E39E5",The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,40th Academy Awards_DF0C624F9841229C,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Phantom of the Opera (1986 musical)_394CD56EA3297BD,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Evita (1996 film)_29B0B638BC55FBCF,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Romantic-era composers_6F58011F34255001,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Persona 5: The Animation_4D5F16F5CD2E20A0,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Charles Dance_349F34F17F6F7CEE,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Kevin McNally_583D9F40A1C820F1,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,67th Tony Awards_862F8CFEA034446E,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Brave (TV series)_E8ECBD8019E98260,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Young Person's Guide to the Orchestra_728EADE38A09FCBD,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Star Wars: The Force Awakens_F0742CF3F4F8F6B1,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Romantic-era composers_634C2F9AE41DD5B8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Superman enemies_46B30027E8650598,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Dancing with the Stars (U.S. season 25)_C7BC382DFD47052F,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Bat Out of Hell The Musical_C3A547AADF7CDB3D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_D0F4C6421D93DCDB,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Dancing with the Stars (U.S. season 13)_4D37A53763809CC4,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Emperor: Owner of the Mask_F091792FC82F2317,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Ripper Street_CF91ABBC9A4EFEC7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Gotham by Gaslight_B5E9FCA2ED243E3,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Batman: Gotham by Gaslight_B5E9FCA2ED243E3,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Time After Time (1979 film)_9FF2D53D1542AF9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Time After Time (TV series)_CF91ABBC9A4EFEC7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Star Wars: The Force Awakens_8DEF2396A027641A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Young and the Restless_4D93C2E37B97AC5D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_D63BA45EA2C0FBF8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Brave (TV series)_C050B4591B361D83,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Romantic-era composers_BD06B119D85B6116,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_DE51860FB0B6BAE6,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of The Thundermans episodes_8A92F379DAF3BC5A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Flying Dutchman (Pirates of the Caribbean)_C1726FF546C3F73C,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_B91BC7EF0CADF0AF,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_26B6E11F7F4DD103,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Fantastic Beasts and Where to Find Them_92B316B9305E6AD1,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Fantastic Beasts: The Crimes of Grindelwald_F00D3946EBAD96E8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Chamber of Secrets_F00D3946EBAD96E8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Fantastic Beasts and Where to Find Them (film)_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Star Wars: The Force Awakens_A0AA92F734F15DB,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter (film series)_F00D3946EBAD96E8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Half-Blood Prince (film)_F00D3946EBAD96E8,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Time War (Doctor Who)_79662654D0886445,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Tales of Beedle the Bard_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter_579E450E7EC797D7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of DuckTales characters_93554DCF2727ED21,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Cognitive development_27C6CAB2D31B862B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Order of the Phoenix_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Cursed Child_579E450E7EC797D7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Goblet of Fire_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Prisoner of Azkaban_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Book of Mormon (musical)_BE4B14E91E5C246B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Deathly Hallows_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Half-Blood Prince_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Chamber of Secrets (film)_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,J. K. Rowling_10B503D2361AB990,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Philosopher's Stone_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Goblet of Fire (film)_10B503D2361AB990,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Prisoner of Azkaban (film)_10B503D2361AB990,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Man Who Killed Don Quixote_407A2E976610E42F,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Philosopher's Stone (film)_579E450E7EC797D7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Deathly Hallows – Part 1_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter and the Deathly Hallows – Part 2_EA232F33E8488A7D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Jane the Virgin (season 4)_12253B6DA39B1F8D,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Harry Potter (film series)_B52AB76FA65551FA,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Billy Elliot the Musical_2C544BCAD1DA8398,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Matilda the Musical_BE4B14E91E5C246B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Strictly Come Dancing (series 8)_F836561EA00429CB,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Prince of Egypt_F9045A73F361A478,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of The Last of Us characters_9DE317E6EEB2B420,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_803D38C9521D5E0,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Lon Chaney_FF237274FAE69DFE,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Hamilton (musical)_BE4B14E91E5C246B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Kinky Boots (musical)_2C544BCAD1DA8398,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Let It Go (Disney song)_13B3FCC3242F96C2,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,God's Problem Child_70B4D389C16918C7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Beauty and the Beast (musical)_BE4B14E91E5C246B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Dancing with the Stars (Irish TV series)_DF66A6254D3B27FE,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Let It Go (Disney song)_EA5B9FDE16A0535F,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Soviet Union_B4F2264289385D0,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Highwaymen (country supergroup)_70B4D389C16918C7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,My Bucket's Got a Hole in It_70B4D389C16918C7,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Superman enemies_C7679AC956811AC9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,I Just Called to Say I Love You_35D8C2C90B6746F9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,U2_6E877EA162ED8227,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Parting Glass_5490F9A8E04B931B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,(I've Had) The Time of My Life_7502E622B2DE2851,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_E07CAD53AE719EF3,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Colors of the Wind_35D8C2C90B6746F9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Shadow of Your Smile_7BD51888BE6B2A40,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Windmills of Your Mind_7BD51888BE6B2A40,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Ballad of High Noon_6214DEAFAF2B9F54,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Stevie Wonder_73FF93310AD2D63B,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Windmills of Your Mind_35D8C2C90B6746F9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Jehovah_A004CE30E6D54CA1,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,The Book of Love (song)_11996DEC79777E49,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Song_A6DEE771A19F2E3A,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Academy Award for Best Original Score_DE40EDAE8651295C,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of people considered father or mother of a scientific field_66C20457F8ED7DDD,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,Love Never Dies (musical)_ED32221C523F05D9,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
who wrote lyrics to phantom of the opera,List of Drop Dead Diva characters_7A8C45CF16A59780,The Phantom of the Opera (1986 musical)_1B9AC1856C23683D,Charles Hart; Richard Stilgoe
