query,top tables,target table,target answer
who wrote the lyrics to beds are burning,The Gifted (TV series)_6CFCD98584027BCA,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Alan Menken_927DBE4685FAB885,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,George Gershwin_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Academy Award for Best Original Song_A6DEE771A19F2E3A,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Code Black episodes_58EC60647836CB47,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Blacklist (season 5)_C836C90B75194167,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Project Mc2_5DC506B641B59F6,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Only Fools and Horses episodes_8D281C57D3C086B7,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Porgy and Bess_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Rhapsody in Blue_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Howard Shore_4340BA7C8A5E6E9F,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Let's Call the Whole Thing Off_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,I Got Rhythm_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Code Black episodes_4A2A18145E510B61,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Agents of S.H.I.E.L.D. (season 5)_ECD7BC6068837633,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Military history of African Americans_D302079E8BB79276,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Quantico (season 2)_2D9A910FDAF74F69,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Magicians (U.S. TV series)_D1E27832030A8832,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Orville_E2D2115923EE195,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,John Barry (composer)_CEC8E50F84A9EF8E,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of James Bond novels and short stories_6F7F016B6AFEB9F1,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,"Don't ask, don't tell_F5CDC7C109867C6E",Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Black Clover episodes_32633B332339607C,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,My One and Only (song)_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,They Can't Take That Away from Me_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Marvelous Mrs. Maisel_7186CBAA0F625735,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Walking Dead (season 8)_9C22210F90A72A1D,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Here and Now (2018 TV series)_7C43D8E889EACB6D,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Dirk Gently's Holistic Detective Agency (TV series)_3A7BB4AB0DF87459,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Criminal Minds (season 13)_CF716840FB9B0864,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Walking Dead (season 8)_C1ECE08422630F11,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Nice Work If You Can Get It (song)_74AFFF4F9C571250,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Superman enemies_5164A933C94C1B8A,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Blindspot episodes_CB604A7F8BB4046A,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Gifted (TV series)_690E4B8A2595285F,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Millennium (novel series)_B36A7E3946937A65,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Boruto: Naruto Next Generations episodes_9B312CADEEC28C52,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Star Wars Rebels episodes_CE9873EDDE06DF51,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of The Smurfs characters_6D67062C6B05D23C,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Criminal Minds (season 13)_44C8D503F1F74362,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,I Just Called to Say I Love You_35D8C2C90B6746F9,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Veterans Health Administration_22C89407D6B7924F,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Boruto: Naruto Next Generations episodes_7E41EBE29717716B,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,SEAL Team (TV series)_FB0AB0E87D0247BC,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Shawnee Smith_9886CE48A18E06DB,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Who Tour 1982_AF4D3AD0D09F5148,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Who_7A646324BD719BE1,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Academy Award for Best Original Song_803D38C9521D5E0,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Walking Dead (season 8)_D731512E968B6EAC,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Marvelous Mrs. Maisel_4AC618088FB7129E,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Dancing with the Stars (Irish TV series)_DF66A6254D3B27FE,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Cable Girls_AC3CAE0693DCD660,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Who Says You Can't Go Home_8105118466857959,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Boruto: Naruto Next Generations episodes_3F63CB4E3E37A5AD,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Boruto: Naruto Next Generations episodes_60C0182FA1805FC7,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Blue Bloods (season 8)_68FEEF4673B13EA5,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Blacklist (season 5)_B4247AC49D88A0BE,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Academy Award for Best Original Song_EDDD92915C9AD94D,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Tommy (1975 film)_95CF9EA7B2D30B12,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Who Are You: School 2015_A5D8F53520A6B170,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Who Do You Think You Are? (UK TV series)_D9256320C15858FC,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Evita (1996 film)_29B0B638BC55FBCF,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Shannara Chronicles_2BD7793D4FE165E8,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Parting Glass_5490F9A8E04B931B,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Skip to My Lou_1249FF1E6EB9763A,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Who_D1E8BE8677938E2C,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Curse of Oak Island_BE09570EE4869CAA,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Big Bang Theory (season 11)_2886B564DC6E2AE8,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Blindspot episodes_85DE3A8B07C0AA3A,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Runaways (TV series)_D34C4BDA79E3311F,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Fantastic Beasts and Where to Find Them_92B316B9305E6AD1,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Kamisama Kiss_F2171A3752CB5C34,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Flash (season 4)_95E34F370AB5F708,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Man with a Plan (TV series)_7B57FCCC3F78978,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Haviland Morris_63381CD9D177485E,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Agents of S.H.I.E.L.D. (season 4)_BA53060ABEDBC720,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Australian Football League team songs_2D9830E6CFA92D40,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Tommy (1975 film)_D1E8BE8677938E2C,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,List of Arrow episodes_FBDC20EDA267A8CB,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Islamic calendar_85850D61C768B610,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Ethnic groups in the Philippines_96465C2DD91BCC19,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Doctor Who (series 10)_5AF72EBBEE8DD1FD,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,The Flash (season 4)_9DC627B684E2DD04,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,Academy Award for Best Original Song_E07CAD53AE719EF3,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
who wrote the lyrics to beds are burning,You Are So Beautiful_5C69DB6EE773AEC6,Beds Are Burning_251B3FFDD3B25F53,Rob Hirst; Jim Moginie; Peter Garrett
