query,top tables,target table,target answer
who's going to the baseball world series,The Time of the Doctor_A65E3C6206F64228,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Detour (TV series)_A89AF070C93719CD,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Yankees–Red Sox rivalry_29F3AB8EB8D50D59,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Bells of Saint John_6753F18E23DEB1D7,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2001 World Series_EDDEDD58A4E2DF42,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of Major League Baseball franchise postseason streaks_7E98B3CB82CC04B2,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Are We There Yet? (TV series)_69E7710FD3F1C62C,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2002 World Series_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2008 World Series_59CFA4E8299ED873,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2015 World Series_59CFA4E8299ED873,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2000 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2003 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2004 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2005 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2010 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 World Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 Major League Baseball All-Star Game_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 Major League Baseball All-Star Game_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Home Run Derby (Major League Baseball)_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1998 Major League Baseball home run record chase_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Baseball at the Summer Olympics_A1B65F0A8CA85544,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 World Series_5D1D6F4412342D24,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 World Series_66913ACC1CB0E4BC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 World Series_8FA7ED4D91EB6B98,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 World Series_3F4B0D55C4709EDF,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Stuff That Dreams Are Made Of_FA605E1246317F3C,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,One Moment in Time_FA605E1246317F3C,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Shot Heard 'Round the World (baseball)_58A81EC512DB326E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1998 American League Championship Series_FA605E1246317F3C,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_CFDCBC2E50C7982E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Broken Wings (Mr. Mister song)_FAE6DD189AD335FA,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Steve Bartman incident_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Yankee Stadium (1923)_2C65C4EB9FA68C75,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Yankees–Red Sox rivalry_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,And to Think That I Saw It on Mulberry Street_ECDBC67D9D6C6B9F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 National League Wild Card Game_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Yankee Stadium (1923)_943AB7C09F1273A1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1998 American League Championship Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 National League Championship Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2016 National League Division Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 American League Championship Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 National League Championship Series_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 American League Wild Card Game_1497F05A062C7C2E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Steve Bartman incident_771C91F3301A1839,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Dr. Seuss_ECDBC67D9D6C6B9F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Lorax_90D029D67BF3F1A9,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Richie Rich (2015 TV series)_9404D2247C83EB23,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Lorax (film)_ECDBC67D9D6C6B9F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_DCBBFCABFA4C3FAA,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2018 Major League Baseball season_3675F2727D5BABE3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2015 World Series_40D544D85CE4697,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Going Back to Cali (LL Cool J song)_4F1138FC095FA3FF,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"Hawaii Five-0 (2010 TV series, season 8)_294E453A3DF0B9A3",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_526E9A1797163EF5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2015 World Series_4EF0032CF813CF7B,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Cat in the Hat (film)_ECDBC67D9D6C6B9F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"Oh, the Places You'll Go!_ECDBC67D9D6C6B9F",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,How the Grinch Stole Christmas!_90D029D67BF3F1A9,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of The Melancholy of Haruhi Suzumiya episodes_46261B6B5EE2E8FC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1988 World Series_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1990 World Series_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1995 World Series_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1997 World Series_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"You're a Mean One, Mr. Grinch_90D029D67BF3F1A9",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1995 World Series_526E9A1797163EF5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,How the Grinch Stole Christmas (2000 film)_90D029D67BF3F1A9,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Law & Order: Special Victims Unit (season 19)_10D9C0D82313156F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"One Fish, Two Fish, Red Fish, Blue Fish_90D029D67BF3F1A9",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"You, Me and the Apocalypse_3B0FDA9ACBC7904E",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Jackie Robinson_1AD1C7FBF436B06E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Shot Heard 'Round the World (baseball)_DCBBFCABFA4C3FAA,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2017 American League Wild Card Game_37329B79841355DC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Mutt & Stuff_6190A3FC62F7AF59,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,There's a Kind of Hush_A94F2A70780D4834,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Who Do You Think You Are? (UK TV series)_13AB5B4248277517,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Roger Maris_526E9A1797163EF5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Doctor Who_6E6E4A603044DD6,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1989 Loma Prieta earthquake_526E9A1797163EF5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1989 Loma Prieta earthquake_2A73AF33D5C1474A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Baba O'Riley_368049492A89E148,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1989 Loma Prieta earthquake_AD61FABAACFA06A5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Washington Nationals_C97018188A11F8DB,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1989 Loma Prieta earthquake_711C38F1EE577F07,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Supernatural (season 13)_DB06E64A1BFD326C,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Law & Order: Special Victims Unit (season 19)_CE9E9CCA105B6549,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,2018 Major League Baseball season_3FBD8FF8B4247E8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,"Hawaii Five-0 (2010 TV series, season 8)_90B73EF24CB83BB3",2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Carlos Beltrán_87588B7E33BD12A8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Buster Posey_7DAB50FE98F61E0E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Cable Girls_AC3CAE0693DCD660,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Going Back to Cali (The Notorious B.I.G. song)_4F2C3E41BDB3E985,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,So Awkward_AA1478DE0AA58D1D,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Runaways (TV series)_D34C4BDA79E3311F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1998 American League Championship Series_2D90EE59E0BBEE0D,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Visa policy of the United States_23D235876A9F0298,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Commissioner's Trophy (MLB)_29C1D08C818708E5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Octavio Dotel_212479093B3C6AB,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,1955 World Series_DCBBFCABFA4C3FAA,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Major League Baseball Rookie of the Year Award_29C1D08C818708E5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Reba (TV series)_F3D2AEA65BEF69B9,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Hogwarts staff_70C99E19EA7227D3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Stand by Me (song)_219170D53E81D7C8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Major League Baseball Most Valuable Player Award_70ABEBF3DAB13C8A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Butterflies (TV series)_2A543435682866BD,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Millennium (novel series)_45C12221A23E0700,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Fosters (season 5)_B5F450213CCF7F8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Song Beneath the Song_116DF26A41A41A1F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Stand by Me (Ben E. King song)_9816EF754E0A0BA4,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Jealous Guy_E18D55B875275D6E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Game seven_2BED6E926A0E5547,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Whatever Gets You thru the Night_E18D55B875275D6E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of World Series broadcasters_1082E4A5B915C3CB,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Walk-off home run_53C75CF707AD264,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Rawlings Gold Glove Award_29C1D08C818708E5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Major League Baseball All-Star Game Most Valuable Player Award_29C1D08C818708E5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Imagine (John Lennon song)_E18D55B875275D6E,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Time After Time (TV series)_907256779CC19B3F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Riverdale (2017 TV series)_B87981BB77AC5263,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Going Back to Cali (The Notorious B.I.G. song)_356A2CFBA2CA4C6F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of National League pennant winners_29C1D08C818708E5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Who Do You Think You Are? (UK TV series)_D9256320C15858FC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,It's the End of the World_BC1EBBA748DB6F76,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The X Factor (UK series 6)_39D9090835CA83BC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of The Smurfs characters_9FA4F5202472269A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Baba O'Riley_2A7945143F45B3F0,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,How to Get Away with Murder (season 4)_D47F365BC633EFAB,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of Code Black episodes_58EC60647836CB47,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Alone (TV series)_B82FBC0768DC104B,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Vikings (TV series)_77322EE129B72EE8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Six (TV series)_70065B4CC785FB2D,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Horton Hears a Who! (film)_2653831050C55EFC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Song Beneath the Song_9BA857CF60428D4A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,In the Air Tonight_8F2C9E867F54D2E1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Forged in Fire (TV series)_B82FBC0768DC104B,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of Code Black episodes_4A2A18145E510B61,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Angie Tribeca_99B42A288B77A107,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of Horrid Henry (TV series) episodes_A5411E9F5FA594EC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Penny Dreadful (TV series)_F9E9D21E8887927A,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Real World: Go Big or Go Home_C43F3FF53B51ADC8,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Toronto Blue Jays_79291A86A5F3BDEE,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy (season 12)_F1094E98152484A3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy (season 14)_F1094E98152484A3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy (season 2)_F1094E98152484A3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy (season 7)_F1094E98152484A3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy (season 9)_F1094E98152484A3,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Crown (TV series)_45EA3ECD949CCFA6,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,List of Batman television series characters_9385A50464CB8603,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Tyler Perry's For Better or Worse_6004F038EF115CB1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grey's Anatomy_D25BCFB2D86AE1DC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Dodger Stadium_67353346109010E4,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Baseball_9FB5B602451503CB,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Grand slam (baseball)_20756F198DBC44CA,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,The Affair (TV series)_F8FBC674B530FFDC,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Animal House_A6BB161574E761EF,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Twin Peaks (2017 TV series)_B2DEE133212F16D5,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Ticks (song)_9B7D4B4BADAA0B67,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Softball at the Summer Olympics_AEE8CA98295D81F4,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,National Hockey League_5FD5FEA3DF820DA6,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Death and All His Friends (Grey's Anatomy)_116DF26A41A41A1F,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,World Baseball Classic_A1B65F0A8CA85544,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
who's going to the baseball world series,Toronto Blue Jays_441BDC5A7F5F83C1,2017 World Series_1A410BC7FA195613,Houston Astros; Los Angeles Dodgers
